location_id,municipality_name,Cluster,afiliados-ss,afiliados-ss_PCP,autonomos,autonomos_PCP,empresas,empresas_PCP,personas-paradas,personas-paradas_PCP,poblacion,renta-bruta-media,renta-disponible-media,viviendas-familiares,viviendas-familiares_PCP,viviendas-principales,viviendas-principales_PCP
28150,Torrejón de Velasco,0,868,20.4572236625029,308,7.25901484798492,291,6.85835493754419,260,6.12773980674051,4243,23646,19642,1769,41.6921989158614,1417,33.3961819467358
28164,Valdetorres de Jarama,2,849,19.9295774647887,338,7.93427230046948,292,6.85446009389671,293,6.87793427230047,4260,25925,21148,2239,52.5586854460094,1455,34.1549295774648
28055,Estremera,4,815,61.7892342683851,94,7.12661106899166,67,5.07960576194086,85,6.44427596664139,1319,16589,14447,957,72.5549658832449,492,37.3009855951478
28067,Guadalix de la Sierra,2,813,13.5907723169509,435,7.27181544633902,337,5.63356736877299,458,7.65630224005349,5982,25799,20865,3533,59.0605148779672,2101,35.1220327649616
28036,Casarrubuelos,0,802,22.3460573976038,240,6.68709947060463,244,6.79855112844804,236,6.57564781276121,3589,22596,18900,1240,34.5500139314572,1076,29.9804959598774
28087,"Molinos, Los",2,727,16.6247427395381,333,7.61490967299337,311,7.11182254745026,262,5.99131031328607,4373,30039,23827,2871,65.6528698833753,1642,37.5485936428081
28165,Valdilecha,4,652,23.7177155329211,157,5.71116769734449,137,4.98363041105857,233,8.47580938523099,2749,19868,16876,1626,59.1487813750455,1023,37.2135321935249
28093,Navacerrada,1,650,22.5303292894281,238,8.24956672443674,225,7.79896013864818,112,3.88214904679376,2885,31882,25085,2297,79.6187175043327,1105,38.3015597920277
28151,Torrelaguna,4,635,13.5192676176283,239,5.08835426868214,231,4.91803278688525,268,5.70576964019587,4697,22666,18914,2619,55.7589951032574,1842,39.2165211837343
28170,Villaconejos,4,602,17.9701492537313,256,7.64179104477612,189,5.64179104477612,290,8.65671641791045,3350,17011,14913,1712,51.1044776119403,1248,37.2537313432836
28145,Talamanca de Jarama,2,588,17.0385395537525,223,6.46189510286873,203,5.88235294117647,186,5.38974210373805,3451,24014,19682,1949,56.476383656911,1152,33.3816285134744
28146,Tielmes,4,579,22.0992366412214,140,5.34351145038168,112,4.27480916030534,216,8.24427480916031,2620,18939,16127,1466,55.9541984732824,953,36.3740458015267
28178,Villanueva de Perales,1,527,35.464333781965,118,7.94078061911171,111,7.46971736204576,106,7.13324360699865,1486,24212,20084,714,48.0484522207268,586,39.4347240915209
28099,Navas del Rey,2,507,19.0673185408048,157,5.9044753666792,168,6.31816472358029,266,10.0037608123355,2659,20851,17672,1736,65.287702143663,971,36.5174877773599
28030,"Cabrera, La",2,506,19.765625,194,7.578125,188,7.34375,146,5.703125,2560,23785,19576,1722,67.265625,915,35.7421875
28031,Cadalso de los Vidrios,5,495,17.7546628407461,171,6.13342898134864,188,6.74318507890961,358,12.8407460545194,2788,17971,15339,2862,102.654232424677,1123,40.2797704447633
28025,Brea de Tajo,5,473,84.4642857142857,33,5.89285714285714,15,2.67857142857143,60,10.7142857142857,560,,,474,84.6428571428571,199,35.5357142857143
28027,Buitrago del Lozoya,1,472,25.3627082213864,147,7.89897904352499,137,7.36163353036002,93,4.99731327243417,1861,23268,19393,1233,66.2547017732402,740,39.7635679742074
28110,Perales de Tajuña,2,464,16.5773490532333,200,7.14540907466952,166,5.93068953197571,281,10.0392997499107,2799,19920,16775,1579,56.4130046445159,1007,35.9771346909611
28174,Villamanta,2,452,18.1017220664798,171,6.84821786143372,151,6.04725670804966,165,6.6079295154185,2497,21630,18110,1232,49.3392070484581,875,35.0420504605527
28028,Bustarviejo,1,451,19.0295358649789,186,7.84810126582278,176,7.42616033755274,180,7.59493670886076,2370,25106,20344,2409,101.645569620253,952,40.168776371308
28008,Aldea del Fresno,4,448,17.3374613003096,132,5.10835913312694,134,5.18575851393189,255,9.86842105263158,2584,20626,17421,1989,76.9736842105263,975,37.7321981424149
28042,Colmenar del Arroyo,2,448,27.4509803921569,96,5.88235294117647,103,6.31127450980392,125,7.6593137254902,1632,24248,19953,1104,67.6470588235294,588,36.0294117647059
28109,Pelayos de la Presa,5,439,17.7660866046135,142,5.74666127074059,176,7.12262242007284,265,10.7244030756779,2471,20984,17622,2975,120.396600566572,955,38.6483205180089
28119,Quijorna,2,418,12.9052176597715,233,7.19357826489657,213,6.5761037357209,198,6.11299783883915,3239,26484,21691,1603,49.4905835134301,1172,36.1840074096944
28120,Rascafría,1,407,24.0543735224586,167,9.86997635933806,134,7.91962174940898,83,4.90543735224586,1692,24390,20573,1758,103.900709219858,772,45.6264775413712
28051,Chapinería,2,406,18.3378500451671,146,6.59439927732611,143,6.45889792231256,173,7.81391147244806,2214,24275,19912,1397,63.0984643179765,782,35.3206865401987
28169,Venturada,2,404,20.0595829195631,202,10.0297914597815,162,8.04369414101291,81,4.02184707050646,2014,42127,31899,1332,66.137040714995,707,35.1042701092354
28901,Lozoyuela-Navas-Sieteiglesias,1,365,30.1652892561983,88,7.27272727272727,80,6.61157024793388,78,6.44628099173554,1210,21328,17869,1930,159.504132231405,489,40.4132231404959
28183,Zarzalejo,1,359,22.9392971246006,135,8.62619808306709,91,5.814696485623,121,7.73162939297125,1565,22586,18815,1622,103.642172523962,610,38.9776357827476
28179,Villar del Olmo,2,359,18.1221605249874,231,11.660777385159,145,7.31953558808682,111,5.60323069156991,1981,28051,22466,1209,61.0297829379101,747,37.7082281675921
28057,Fresno de Torote,4,328,16.0469667318982,147,7.19178082191781,105,5.13698630136986,141,6.89823874755382,2044,24434,20145,1129,55.2348336594912,808,39.5303326810176
28060,Fuentidueña de Tajo,4,305,15.754132231405,105,5.42355371900826,97,5.0103305785124,193,9.96900826446281,1936,18386,15807,1419,73.2954545454545,766,39.5661157024793
28095,Navalagamella,4,289,11.9273627734214,141,5.81923235658275,112,4.6223689640941,187,7.71770532397854,2423,22183,18484,1403,57.9034255055716,850,35.080478745357
28137,"Santos de la Humosa, Los",4,281,11.5400410677618,141,5.79055441478439,115,4.72279260780287,162,6.65297741273101,2435,24756,20416,1185,48.6652977412731,854,35.0718685831622
28156,Valdeavero,1,270,19.1897654584222,101,7.17839374555792,103,7.32054015636105,114,8.10234541577825,1407,21825,18365,922,65.5294953802417,556,39.5167022032694
28035,Carabaña,4,265,13.6036960985626,127,6.51950718685832,114,5.85215605749487,152,7.80287474332649,1948,20306,17245,1649,84.6509240246407,789,40.5030800821355
28153,Torremocha de Jarama,3,262,28.9183222958057,41,4.52538631346578,57,6.29139072847682,51,5.62913907284768,906,,,510,56.2913907284768,285,31.4569536423841
28037,Cenicientos,4,231,11.631419939577,98,4.93454179254783,93,4.68277945619335,225,11.3293051359517,1986,15844,13896,1986,100,824,41.4904330312185
28019,Belmonte de Tajo,4,219,13.6448598130841,112,6.97819314641745,65,4.04984423676012,87,5.42056074766355,1605,18807,16082,967,60.2492211838006,633,39.4392523364486
28102,Orusco de Tajuña,4,218,17.7959183673469,47,3.83673469387755,52,4.24489795918367,103,8.40816326530612,1225,20102,16999,994,81.1428571428571,488,39.8367346938776
28017,Batres,2,217,13.716814159292,141,8.91276864728192,124,7.83817951959545,105,6.63716814159292,1582,25892,21040,993,62.7686472819216,526,33.2490518331226
28135,Santa María de la Alameda,5,212,18.0118946474087,116,9.85556499575191,89,7.56159728122345,102,8.6661002548853,1177,20612,17272,2488,211.384876805438,517,43.9252336448598
28094,Navalafuente,4,211,16.6666666666667,84,6.63507109004739,59,4.66034755134281,119,9.39968404423381,1266,24013,19707,1184,93.522906793049,443,34.9921011058452
28175,Villamantilla,4,210,15.7421289355322,100,7.49625187406297,70,5.24737631184408,102,7.64617691154423,1334,25525,20773,737,55.2473763118441,450,33.7331334332834
28056,Fresnedillas de la Oliva,4,201,12.9928894634777,93,6.01163542340013,79,5.10665804783452,136,8.79120879120879,1547,21604,18010,851,55.0096961861668,603,38.9786683904331
28147,Titulcia,4,181,14.3879173290938,88,6.99523052464229,64,5.08744038155803,93,7.39268680445151,1258,21341,18005,679,53.9745627980922,467,37.1224165341812
28168,"Vellón, El",4,179,9.69664138678223,110,5.95882990249187,97,5.2546045503792,138,7.47562296858071,1846,21441,18062,1480,80.1733477789816,718,38.8949079089924
28128,Rozas de Puerto Real,6,169,31.7073170731707,19,3.56472795497186,25,4.69043151969981,32,6.00375234521576,533,,,694,130.206378986867,218,40.9005628517824
28012,Anchuelo,4,163,13.4156378600823,88,7.24279835390946,63,5.18518518518519,68,5.59670781893004,1215,22248,18507,603,49.6296296296296,461,37.9423868312757
28158,Valdemanco,5,154,16.9045005488474,65,7.13501646542261,71,7.79363336992316,43,4.72008781558727,911,,,1148,126.015367727772,380,41.7124039517014
28088,Montejo de la Sierra,5,154,42.8969359331476,23,6.4066852367688,29,8.07799442896936,11,3.06406685236769,359,,,411,114.484679665738,126,35.0974930362117
28116,Pozuelo del Rey,4,138,12.861136999068,77,7.17614165890028,75,6.98974836905871,70,6.5237651444548,1073,22484,18762,579,53.9608574091333,408,38.0242311276794
28021,"Berrueco, El",4,131,17.4202127659574,40,5.31914893617021,38,5.0531914893617,46,6.11702127659574,752,,,831,110.505319148936,255,33.9095744680851
28111,Pezuela de las Torres,5,131,16.5195460277427,49,6.17906683480454,46,5.80075662042875,40,5.04413619167718,793,,,752,94.8297604035309,295,37.2005044136192
28076,Lozoya,1,126,21.875,43,7.46527777777778,45,7.8125,28,4.86111111111111,576,,,787,136.631944444444,289,50.1736111111111
28159,Valdemaqueda,5,124,15.9178433889602,56,7.18870346598203,47,6.03337612323492,78,10.012836970475,779,,,988,126.829268292683,351,45.0577663671374
28029,Cabanillas de la Sierra,5,120,16.6898470097357,45,6.2586926286509,52,7.23226703755216,33,4.58970792767733,719,,,628,87.3435326842837,310,43.115438108484
28101,Olmeda de las Fuentes,5,115,35.2760736196319,32,9.8159509202454,25,7.66871165644172,16,4.9079754601227,326,,,284,87.1165644171779,146,44.7852760736196
28063,Gargantilla del Lozoya y Pinilla de Buitrago,1,112,34.4615384615385,28,8.61538461538461,27,8.30769230769231,13,4,325,,,936,288,183,56.3076923076923
28107,Patones,5,108,20.1117318435754,27,5.02793296089385,28,5.21415270018622,20,3.7243947858473,537,,,472,87.8957169459963,194,36.1266294227188
28173,Villamanrique de Tajo,4,105,14.8936170212766,45,6.38297872340426,38,5.39007092198582,66,9.36170212765957,705,,,647,91.7730496453901,294,41.7021276595745
28034,Canencia,1,100,22.1729490022173,37,8.2039911308204,33,7.31707317073171,30,6.65188470066519,451,,,692,153.436807095344,217,48.1152993348115
28157,Valdelaguna,4,92,10.9393579072533,35,4.16171224732461,52,6.18311533888228,70,8.32342449464923,841,,,728,86.563614744352,319,37.9310344827586
28163,Valdepiélagos,5,90,15.6794425087108,48,8.36236933797909,37,6.44599303135888,31,5.4006968641115,574,,,469,81.7073170731707,211,36.7595818815331
28122,Ribatejada,4,82,11.9013062409289,34,4.93468795355588,36,5.22496371552975,65,9.43396226415094,689,,,626,90.8563134978229,279,40.4934687953556
28136,Santorcaz,4,78,9.16568742655699,44,5.17038777908343,41,4.81786133960047,49,5.75793184488837,851,,,576,67.6850763807286,322,37.8378378378378
28902,Puentes Viejas,4,76,12.1212121212121,40,6.37958532695375,29,4.62519936204147,49,7.81499202551834,627,,,900,143.540669856459,296,47.2089314194577
28062,Garganta de los Montes,1,75,21.3675213675214,37,10.5413105413105,30,8.54700854700855,19,5.41310541310541,351,,,658,187.464387464387,179,50.997150997151
28121,Redueña,1,73,27.9693486590038,19,7.27969348659004,14,5.3639846743295,10,3.83141762452107,261,,,252,96.551724137931,133,50.9578544061303
28011,Ambite,4,72,12.1008403361345,32,5.3781512605042,29,4.87394957983193,70,11.7647058823529,595,,,736,123.697478991597,261,43.8655462184874
28155,Valdaracete,4,66,10.2964118564743,31,4.83619344773791,24,3.74414976599064,50,7.8003120124805,641,,,470,73.3229329173167,250,39.0015600624025
28048,Corpa,4,62,9.22619047619048,29,4.31547619047619,24,3.57142857142857,46,6.84523809523809,672,,,407,60.5654761904762,258,38.3928571428571
28020,Berzosa del Lozoya,6,53,26.7676767676768,7,3.53535353535354,12,6.06060606060606,15,7.57575757575758,198,,,171,86.3636363636364,85,42.9292929292929
28064,Gascones,6,53,30.9941520467836,19,11.1111111111111,18,10.5263157894737,11,6.4327485380117,171,,,171,100,72,42.1052631578947
28003,Alameda del Valle,1,52,25,16,7.69230769230769,18,8.65384615384615,9,4.32692307692308,208,,,393,188.942307692308,113,54.3269230769231
28166,Valverde de Alcalá,4,47,10.9302325581395,28,6.51162790697674,21,4.88372093023256,24,5.58139534883721,430,,,260,60.4651162790698,175,40.6976744186046
28024,Braojos,1,45,22.3880597014925,24,11.9402985074627,18,8.95522388059701,12,5.97014925373134,201,,,238,118.407960199005,86,42.7860696517413
28182,Villavieja del Lozoya,5,45,16.6666666666667,24,8.88888888888889,15,5.55555555555556,12,4.44444444444444,270,,,431,159.62962962963,122,45.1851851851852
28070,Horcajo de la Sierra-Aoslos,1,43,30.0699300699301,11,7.69230769230769,10,6.99300699300699,5,3.4965034965035,143,,,385,269.230769230769,90,62.9370629370629
28117,Prádena del Rincón,1,33,24.6268656716418,14,10.4477611940299,10,7.46268656716418,2,1.49253731343284,134,,,202,150.746268656716,51,38.0597014925373
28071,Horcajuelo de la Sierra,1,31,36.046511627907,7,8.13953488372093,5,5.81395348837209,1,1.16279069767442,86,,,165,191.860465116279,43,50
28114,Piñuécar-Gandullas,5,31,16.7567567567568,14,7.56756756756757,17,9.18918918918919,9,4.86486486486486,185,,,236,127.567567567568,77,41.6216216216216
28039,Cervera de Buitrago,5,30,19.1082802547771,6,3.82165605095541,8,5.09554140127389,8,5.09554140127389,157,,,215,136.942675159236,81,51.5923566878981
28138,"Serna del Monte, La",6,27,35.0649350649351,10,12.987012987013,12,15.5844155844156,5,6.49350649350649,77,,,113,146.753246753247,41,53.2467532467532
28118,Puebla de la Sierra,7,26,39.3939393939394,0,0,6,9.09090909090909,,0,66,,,171,259.090909090909,52,78.7878787878788
28143,Somosierra,6,25,32.4675324675325,8,10.3896103896104,5,6.49350649350649,5,6.49350649350649,77,,,98,127.272727272727,43,55.8441558441558
28112,Pinilla del Valle,4,21,10.9375,8,4.16666666666667,6,3.125,11,5.72916666666667,192,,,287,149.479166666667,97,50.5208333333333
28097,Navarredonda y San Mamés,7,20,15.1515151515152,13,9.84848484848485,12,9.09090909090909,4,3.03030303030303,132,,,323,244.69696969697,81,61.3636363636364
28078,Madarcos,7,16,34.0425531914894,8,17.0212765957447,0,0,1,2.12765957446809,47,,,78,165.957446808511,26,55.3191489361702
28069,"Hiruela, La",7,15,27.7777777777778,0,0,0,0,1,1.85185185185185,54,,,141,261.111111111111,36,66.6666666666667
28001,"Acebeda, La",1,14,21.2121212121212,6,9.09090909090909,6,9.09090909090909,5,7.57575757575758,66,,,147,222.727272727273,34,51.5151515151515
28016,"Atazar, El",7,12,12.6315789473684,0,0,0,0,7,7.36842105263158,95,,,70,73.6842105263158,41,43.1578947368421
28126,Robregordo,7,7,15.5555555555556,0,0,0,0,1,2.22222222222222,45,,,159,353.333333333333,40,88.8888888888889
28124,Robledillo de la Jara,7,7,7.07070707070707,0,0,0,0,3,3.03030303030303,99,,,191,192.929292929293,46,46.4646464646465